Date,0,tdma,std,bu,bl
2023-07-05,68.70000457763672,,,,
2023-07-06,70.87999725341797,,,,
2023-07-07,70.53999328613281,,,,
2023-07-10,71.73999786376953,,,,
2023-07-11,70.37000274658203,,,,
2023-07-12,70.1500015258789,,,,
2023-07-13,65.70999145507812,,,,
2023-07-14,64.99000549316406,,,,
2023-07-17,68.93000793457031,,,,
2023-07-18,69.64999389648438,,,,
2023-07-19,72.32000732421875,,,,
2023-07-20,73.60000610351562,,,,
2023-07-21,71.6300048828125,,,,
2023-07-24,70.87000274658203,,,,
2023-07-25,70.82999420166016,,,,
2023-07-26,64.83999633789062,,,,
2023-07-27,63.350006103515625,,,,
2023-07-28,62.82000732421875,,,,
2023-07-31,63.339996337890625,,,,
2023-08-01,63.720001220703125,68.44900093078613,3.4003101937280884,75.2496213182423,61.64838054332995
2023-08-02,63.94000244140625,68.21100082397462,3.5382013213006602,75.28740346657594,61.13459818137329
2023-08-03,62.399993896484375,67.78700065612793,3.6974728432089434,75.18194634254581,60.392054969710045
2023-08-04,53.45001220703125,66.93250160217285,4.779084667746641,76.49067093766612,57.374332266679566
2023-08-07,46.910003662109375,65.69100189208984,6.339380798160325,78.3697634884105,53.012240295769196
2023-08-08,47.96000671386719,64.5705020904541,7.318263875353834,79.20702984116177,49.93397433974643
2023-08-09,48.040008544921875,63.46500244140625,8.02752619557936,79.52005483256497,47.40995005024753
2023-08-10,47.75999450683594,62.56750259399414,8.701496180099062,79.97049495419226,45.16451023379602
2023-08-11,47.6199951171875,61.69900207519531,9.26497250912057,80.22894709343645,43.16905705695417
2023-08-14,47.6300048828125,60.634001922607425,9.591034984963596,79.81607189253461,41.45193195268023
2023-08-15,47.17999267578125,59.510501861572266,9.783241404191308,79.07698466995488,39.94401905318965
2023-08-16,47.46000671386719,58.26750183105469,9.655222081971035,77.57794599499675,38.95705766711262
2023-08-17,43.53999328613281,56.76450119018555,9.489730952957187,75.74396309609992,37.78503928427118
2023-08-18,46.3800048828125,55.502001190185545,9.099660185173434,73.70132156053242,37.30268081983868
2023-08-21,46.910003662109375,54.30400123596191,8.558677414154824,71.42135606427156,37.18664640765226
2023-08-22,47.53999328613281,53.13950119018555,7.779914313480764,68.69932981714707,37.57967256322402
2023-08-23,47.90998840332031,52.29300079345703,7.371079613446536,67.0351600203501,37.55084156656396
2023-08-24,45.96000671386719,51.42350082397461,7.03343847986957,65.49037778371374,37.356623864235466
2023-08-25,47.91999816894531,50.67850036621094,6.56002589097226,63.79855214815546,37.55844858426642
2023-08-28,48.40000915527344,49.93150100708008,5.892353837436901,61.71620868195388,38.14679333220628
2023-08-29,48.62998962402344,49.17700042724609,4.972838455806169,59.12267733885843,39.231323515633754
2023-08-30,50.720001220703125,48.51600036621094,3.676130081455468,55.868260529121876,41.1637402033
2023-08-31,50.519989013671875,47.922000122070315,1.92967116195131,51.78134244597294,44.06265779816769
2023-09-01,52.660003662109375,47.88249969482422,1.821142088419056,51.52478387166233,44.24021551798611
2023-09-05,52.989990234375,48.1864990234375,2.116879417518092,52.42025785847368,43.952740188401314
2023-09-06,47.540008544921875,48.16549911499023,2.1211011363871326,52.4077013877645,43.92329684221597
2023-09-07,41.36000061035156,47.83149871826172,2.588912294080494,53.00932330642271,42.65367413010073
2023-09-08,40.97999572753906,47.492498779296874,2.9890541859933624,53.4706071512836,41.514390407310145
2023-09-11,41.6199951171875,47.192498779296876,3.2508379110730914,53.69417460144306,40.690822957150694
2023-09-12,40.22999572753906,46.8224983215332,3.5840338507163816,53.990566022965965,39.65443062010044
2023-09-13,36.71000671386719,46.2989990234375,4.204519157176478,54.70803733779046,37.88996070908455
2023-09-14,36.75,45.76349868774414,4.677926133251246,55.11935095424663,36.40764642124165
2023-09-15,36.709991455078125,45.42199859619141,5.061370510313533,55.544739616818475,35.29925757556434
2023-09-18,39.00999450683594,45.053498077392575,5.243231811597856,55.539961700588286,34.567034454196865
2023-09-19,40.24000549316406,44.71999816894531,5.32601281774972,55.37202380444475,34.06797253344587
2023-09-20,40.90000915527344,44.38799896240234,5.346792145003372,55.08158325240909,33.694414672395595
2023-09-21,42.56999206542969,44.12099914550781,5.297351631940545,54.715702409388896,33.52629588162672
2023-09-22,43.53999328613281,43.99999847412109,5.281578750577745,54.56315597527659,33.4368409729656
2023-09-25,43.910003662109375,43.7994987487793,5.204513332832436,54.20852541444417,33.39047208311443
2023-09-26,42.510009765625,43.504998779296876,5.101483420680323,53.70796562065752,33.302031937936235
2023-09-27,38.96998596191406,43.02199859619141,5.050434082270656,53.12286676073272,32.9211304316501
2023-09-28,37.55999755859375,42.36399841308594,4.858253876114404,52.080506165314745,32.64749066085713
2023-09-29,39.36000061035156,41.805998992919925,4.51845752198406,50.84291403688805,32.7690839489518
2023-10-02,38.58000183105469,41.10199890136719,3.814541160552191,48.73108122247157,33.472916580262805
2023-10-03,39.09999084472656,40.40749893188477,2.6837620934417785,45.775023118768324,35.03997474500121
2023-10-04,37.38999938964844,39.89999847412109,2.2037814694136815,44.30756141294845,35.49243553529373
2023-10-05,38.91999816894531,39.77799835205078,2.187054743979515,44.15210784000981,35.40388886409175
2023-10-06,38.760009765625,39.66699905395508,2.1795556341961504,44.02611032234738,35.307887785562784
2023-10-09,39.49000549316406,39.560499572753905,2.133067574630037,43.82663472201398,35.29436442349383
2023-10-10,39.19000244140625,39.50849990844726,2.1287849736418423,43.76606985573095,35.25092996116358
2023-10-11,38.100006103515625,39.577999877929685,2.0577924458424453,43.693584769614574,35.462414986244795
2023-10-12,40.420013427734375,39.76150054931641,1.9586749166697064,43.678850382655824,35.844150715976994
2023-10-13,40.27000427246094,39.939501190185545,1.8308649909954882,43.60123117217652,36.27777120819457
2023-10-16,38.22999572753906,39.9005012512207,1.8583505946497216,43.617202440520146,36.18380006192126
2023-10-17,36.15998840332031,39.69650039672852,2.0262426423683664,43.74898568146525,35.644015111991784
2023-10-18,36.55999755859375,39.47949981689453,2.116135825080776,43.71177146705608,35.24722816673298
2023-10-19,36.480010986328125,39.175000762939455,2.0874866949642055,43.349974152867865,35.000027373011044
2023-10-20,36.13999938964844,38.80500106811523,1.930959504469156,42.66692007705355,34.943082059176916
2023-10-23,35.100006103515625,38.36450119018555,1.708174837537059,41.780850865259666,34.948151515111434
2023-10-24,33.32000732421875,37.90500106811523,1.7662969071333496,41.43759488238193,34.372407253848536
2023-10-25,44.43000793457031,38.178002166748044,2.2621563282535178,42.70231482325508,33.65368951024101
2023-10-26,43.44999694824219,38.47250213623047,2.5300634350648954,43.53262900636026,33.412375266100675
2023-10-27,44.81999969482422,38.7455020904541,2.8812923482676314,44.50808678698937,32.98291739391884
2023-10-30,44.53999328613281,39.043501663208005,3.1449131537883432,45.333327970784694,32.753675355631316
2023-10-31,45.470001220703125,39.36200218200683,3.442945169638728,46.247892521284285,32.47611184272938
2023-11-01,46.400001525878906,39.81250228881836,3.7327139031092633,47.277930095036886,32.34707448259983
2023-11-02,48.99000549316406,40.316002655029294,4.225061009829317,48.76612467468793,31.865880635370658
2023-11-03,46.279998779296875,40.69200210571289,4.400814895537606,49.4936318967881,31.890372314637673
2023-11-06,47.779998779296875,41.106501770019534,4.651355374778765,50.40921251957707,31.803791020462004
2023-11-07,49.420013427734375,41.618002319335936,4.964428399206862,51.54685911774966,31.68914552092221
2023-11-08,49.6300048828125,42.19450225830078,5.1869057766993025,52.56831381169938,31.820690704902177
2023-11-09,50.720001220703125,42.70950164794922,5.487762136101042,53.685025920151304,31.733977375747134
2023-11-10,52.339996337890625,43.313001251220705,5.838757189477415,54.99051563017554,31.635486872265872
2023-11-13,51.160003662109375,43.95950164794922,5.954833989192293,55.8691696263338,32.049833669564634
2023-11-14,52.010009765625,44.75200271606445,5.918691037793502,56.589384791651455,32.91462064047745
2023-11-15,51.62998962402344,45.50550231933594,5.785588104854014,57.07667852904397,33.93432610962791
2023-11-16,51.010009765625,46.23200225830078,5.512461607931158,57.2569254741631,35.207079042438465
2023-11-17,52.75,47.06250228881836,5.170037844273552,57.40257797736546,36.722426600271255
2023-11-20,53.529998779296875,47.98400192260742,4.562509126532879,57.10902017567318,38.85898366954166
2023-11-21,52.02000427246094,48.919001770019534,3.163082939848035,55.245167649715604,42.592835890323464
2023-11-22,51.28999328613281,49.262001037597656,3.0267097552519897,55.315420548101635,43.20858152709368
2023-11-24,51.75,49.67700119018555,2.758493099683431,55.19398738955241,44.16001499081869
2023-11-27,51.739990234375,50.023000717163086,2.553985419272708,55.1309715557085,44.91502987861767
2023-11-28,51.779998779296875,50.385000991821286,2.245658234924764,54.876317461670816,45.89368452197176
2023-11-29,52.970001220703125,50.760000991821286,2.007138779393885,54.774278550609054,46.74572343303352
2023-11-30,56.029998779296875,51.24150085449219,2.0578940761962596,55.357289006884706,47.12571270209967
2023-12-01,57.91999816894531,51.68800048828125,2.451983045765949,56.591966579813146,46.78403439674935
2023-12-04,58.79998779296875,52.31399993896484,2.5859310878966606,57.48586211475816,47.14213776317152
2023-12-05,61.029998779296875,52.97649993896484,3.003116182366301,58.982732303697446,46.97026757423224
2023-12-06,60.8900146484375,53.55,3.344930555692721,60.23986111138544,46.86013888861456
2023-12-07,55.82000732421875,53.859500122070315,3.2530137831719874,60.36552768841429,47.35347255572634
2023-12-08,59.07000732421875,54.277000427246094,3.357445273758428,60.99189097476295,47.562109879729235
