Price,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG
Date,,,,,,,,,,,,
2023-07-05,190.31927490234375,122.49060821533203,191.3300018310547,122.62999725341797,192.97999572753906,123.37000274658203,190.6199951171875,120.05999755859375,191.57000732421875,120.05999755859375,46920300,17830300
2023-07-06,190.79672241210938,120.79254150390625,191.80999755859375,120.93000030517578,192.02000427246094,121.1500015258789,189.1999969482422,119.25,189.83999633789062,120.63999938964844,45094300,17732500
2023-07-07,189.6726837158203,120.0034408569336,190.67999267578125,120.13999938964844,192.6699981689453,121.75,190.24000549316406,120.08999633789062,191.41000366210938,120.88999938964844,46778000,20982400
2023-07-10,187.6136474609375,116.7371597290039,188.61000061035156,116.87000274658203,189.99000549316406,119.06999969482422,187.0399932861328,116.63999938964844,189.25999450683594,119.06999969482422,59922200,32960100
2023-07-11,187.08642578125,117.57620239257812,188.0800018310547,117.70999908447266,189.3000030517578,118.2249984741211,186.60000610351562,115.83000183105469,189.16000366210938,116.76000213623047,46638100,18286600
2023-07-12,188.7675018310547,119.4840316772461,189.77000427246094,119.62000274658203,191.6999969482422,120.95999908447266,188.47000122070312,119.0,189.67999267578125,119.30000305175781,60750200,22059600
2023-07-13,189.533447265625,124.6881103515625,190.5399932861328,124.83000183105469,191.19000244140625,125.33499908447266,189.77999877929688,121.05999755859375,190.5,121.54000091552734,41342300,31535900
2023-07-14,189.68264770507812,125.55712127685547,190.69000244140625,125.69999694824219,191.17999267578125,127.08999633789062,189.6300048828125,124.9000015258789,190.22999572753906,125.12999725341797,41573900,20482800
2023-07-17,192.96522521972656,124.9178466796875,193.99000549316406,125.05999755859375,194.32000732421875,127.27999877929688,191.80999755859375,124.5,191.89999389648438,126.05999755859375,50520200,20675300
2023-07-18,192.7065887451172,123.93896484375,193.72999572753906,124.08000183105469,194.3300018310547,124.98999786376953,192.4199981689453,123.30000305175781,193.35000610351562,124.90499877929688,48353800,21071200
2023-07-19,194.0693359375,122.64044189453125,195.10000610351562,122.77999877929688,198.22999572753906,125.47000122070312,192.64999389648438,122.47000122070312,193.10000610351562,124.79000091552734,80507300,22313800
2023-07-20,192.10977172851562,119.39413452148438,193.1300048828125,119.52999877929688,196.47000122070312,124.69999694824219,192.5,118.68499755859375,195.08999633789062,122.12000274658203,59581200,27541700
2023-07-21,190.92604064941406,120.17324829101562,191.94000244140625,120.30999755859375,194.97000122070312,121.30000305175781,191.22999572753906,119.06999969482422,194.10000610351562,120.87000274658203,71917800,56498100
2023-07-24,191.73175048828125,121.74146270751953,192.75,121.87999725341797,194.91000366210938,123.3499984741211,192.25,121.37999725341797,193.41000366210938,121.9260025024414,45377800,22276100
2023-07-25,192.59715270996094,122.65042877197266,193.6199951171875,122.79000091552734,194.44000244140625,123.69000244140625,192.9199981689453,121.52999877929688,193.3300018310547,121.87999725341797,37283200,31820800
2023-07-26,193.47250366210938,129.5126190185547,194.5,129.66000366210938,195.63999938964844,131.3699951171875,193.32000732421875,128.7100067138672,193.6699981689453,130.36000061035156,47471900,46216900
2023-07-27,192.19927978515625,129.72238159179688,193.22000122070312,129.8699951171875,197.1999969482422,133.60000610351562,192.5500030517578,129.17999267578125,196.02000427246094,131.8000030517578,47460200,35931600
2023-07-28,194.79550170898438,132.8588104248047,195.8300018310547,133.00999450683594,196.6300048828125,134.07000732421875,194.13999938964844,130.9199981689453,194.6699981689453,130.97000122070312,48291400,26971000
2023-07-31,195.41220092773438,132.9586944580078,196.4499969482422,133.11000061035156,196.49000549316406,133.8300018310547,195.25999450683594,132.1300048828125,196.05999755859375,133.00999450683594,38824100,18381900
2023-08-01,194.57666015625,131.74008178710938,195.61000061035156,131.88999938964844,196.72999572753906,132.9199981689453,195.27999877929688,130.75,196.24000549316406,130.85499572753906,35175100,22154300
2023-08-02,191.5626678466797,128.4937744140625,192.5800018310547,128.63999938964844,195.17999267578125,130.4199981689453,191.85000610351562,127.8499984741211,195.0399932861328,129.83999633789062,50389300,22705800
2023-08-03,190.16009521484375,128.62364196777344,191.1699981689453,128.77000427246094,192.3699951171875,129.77000427246094,190.69000244140625,127.7750015258789,191.57000732421875,128.3699951171875,61235200,15018100
2023-08-04,181.0286102294922,128.39389038085938,181.99000549316406,128.5399932861328,187.3800048828125,131.92999267578125,181.9199981689453,128.31500244140625,185.52000427246094,129.60000610351562,115799700,20509500
2023-08-07,177.90521240234375,131.7900390625,178.85000610351562,131.94000244140625,183.1300048828125,132.05999755859375,177.35000610351562,129.42999267578125,182.1300048828125,129.50999450683594,97576100,17621000
2023-08-08,178.8501739501953,131.6901397705078,179.8000030517578,131.83999633789062,180.27000427246094,131.94000244140625,177.5800018310547,130.1300048828125,179.69000244140625,130.97999572753906,67823000,16836000
2023-08-09,177.24868774414062,130.00205993652344,178.19000244140625,130.14999389648438,180.92999267578125,132.47000122070312,177.00999450683594,129.5050048828125,180.8699951171875,132.19000244140625,60378500,17745200
2023-08-10,177.02984619140625,130.06199645996094,177.97000122070312,130.2100067138672,180.75,132.64700317382812,177.60000610351562,130.03500366210938,179.47999572753906,131.97000122070312,54686900,17855700
2023-08-11,177.089599609375,130.02203369140625,177.7899932861328,130.1699981689453,178.6199951171875,130.44000244140625,176.5500030517578,128.75,177.32000732421875,129.20199584960938,51988100,15191500
2023-08-14,178.75302124023438,131.68016052246094,179.4600067138672,131.8300018310547,179.69000244140625,131.91000366210938,177.30999755859375,129.58999633789062,177.97000122070312,129.85000610351562,43675600,17526200
2023-08-15,176.75094604492188,130.12193298339844,177.4499969482422,130.27000427246094,179.47999572753906,131.99000549316406,177.0500030517578,129.81900024414062,178.8800048828125,131.58999633789062,43622600,14769200
2023-08-16,175.87442016601562,128.96324157714844,176.57000732421875,129.11000061035156,178.5399932861328,130.8979949951172,176.5,128.4600067138672,177.1300048828125,129.27999877929688,46964900,17548400
2023-08-17,173.3145294189453,130.3117218017578,174.0,130.4600067138672,177.50999450683594,132.49099731445312,173.47999572753906,129.85000610351562,177.13999938964844,130.4499969482422,66062900,23665600
2023-08-18,173.8026123046875,127.96438598632812,174.49000549316406,128.11000061035156,175.10000610351562,129.8300018310547,171.9600067138672,127.0,172.3000030517578,129.05999755859375,61114200,23619400
2023-08-21,175.1472930908203,128.783447265625,175.83999633789062,128.92999267578125,176.1300048828125,129.25999450683594,173.74000549316406,127.16000366210938,175.07000732421875,127.8499984741211,46311900,21851100
2023-08-22,176.53179931640625,129.54258728027344,177.22999572753906,129.69000244140625,177.67999267578125,130.9499969482422,176.25,128.9250030517578,177.05999755859375,129.1300048828125,42084200,15569400
2023-08-23,180.40647888183594,133.05859375,181.1199951171875,133.2100067138672,181.5500030517578,134.07000732421875,178.3300018310547,130.50999450683594,178.52000427246094,130.85000610351562,52722800,26497000
2023-08-24,175.68516540527344,130.27175903320312,176.3800048828125,130.4199981689453,181.10000610351562,134.97000122070312,176.00999450683594,130.3000030517578,180.6699981689453,134.7270050048828,54945800,18680400
2023-08-25,177.90638732910156,130.5414581298828,178.61000061035156,130.69000244140625,179.14999389648438,131.39999389648438,175.82000732421875,128.0399932861328,177.3800048828125,130.13999938964844,51449600,20678100
2023-08-28,179.48016357421875,131.64019775390625,180.19000244140625,131.7899932861328,180.58999633789062,133.24000549316406,178.5500030517578,130.85000610351562,180.08999633789062,132.0800018310547,43820700,16715500
2023-08-29,183.39466857910156,135.33599853515625,184.1199951171875,135.49000549316406,184.89999389648438,137.2949981689453,179.5,132.97999572753906,179.6999969482422,132.9980010986328,53003900,30803300
2023-08-30,186.91075134277344,136.77435302734375,187.64999389648438,136.92999267578125,187.85000610351562,137.25,184.74000549316406,135.02099609375,184.94000244140625,135.57000732421875,60813900,21773400
2023-08-31,187.1298828125,137.19387817382812,187.8699951171875,137.35000610351562,189.1199951171875,138.39999389648438,187.47999572753906,136.82000732421875,187.83999633789062,137.0500030517578,60794500,28147900
2023-09-01,188.71363830566406,136.64450073242188,189.4600067138672,136.8000030517578,189.9199981689453,138.5800018310547,188.27999877929688,135.94000244140625,189.49000549316406,138.42999267578125,45732600,16665700
2023-09-05,188.9526824951172,136.5546112060547,189.6999969482422,136.7100067138672,189.97999572753906,137.3699951171875,187.61000061035156,135.55999755859375,188.27999877929688,136.44000244140625,45280000,17730200
2023-09-06,182.18943786621094,135.21612548828125,182.91000366210938,135.3699951171875,188.85000610351562,137.47999572753906,181.47000122070312,134.69000244140625,188.39999389648438,137.01499938964844,81755800,15814300
2023-09-07,176.86050415039062,136.04518127441406,177.55999755859375,136.1999969482422,178.2100067138672,136.5800018310547,173.5399932861328,133.9600067138672,175.17999267578125,134.60000610351562,112488800,16976000
2023-09-08,177.4780731201172,137.04405212402344,178.17999267578125,137.1999969482422,180.24000549316406,137.51499938964844,177.7899932861328,135.8699951171875,178.35000610351562,135.8699951171875,65551300,17810700
2023-09-11,178.65341186523438,137.58343505859375,179.36000061035156,137.74000549316406,180.3000030517578,138.26400756835938,177.33999633789062,136.5500030517578,180.07000732421875,137.3800048828125,58953100,17180800
2023-09-12,175.60546875,135.91534423828125,176.3000030517578,136.07000732421875,180.1300048828125,137.63999938964844,174.82000732421875,135.92999267578125,179.49000549316406,137.1300048828125,90370200,15212900
2023-09-13,173.52371215820312,137.3437042236328,174.2100067138672,137.5,177.3000030517578,137.6999969482422,173.97999572753906,134.92999267578125,176.50999450683594,135.89999389648438,84267900,16394900
2023-09-14,175.0476837158203,138.83201599121094,175.74000549316406,138.99000549316406,176.10000610351562,139.5500030517578,173.5800018310547,137.05999755859375,174.0,138.38999938964844,60895800,19064600
2023-09-15,174.32054138183594,138.14280700683594,175.00999450683594,138.3000030517578,176.5,139.36000061035156,173.82000732421875,137.17999267578125,176.47999572753906,138.8000030517578,109205100,48947600
2023-09-18,177.26890563964844,138.80206298828125,177.97000122070312,138.9600067138672,179.3800048828125,139.92999267578125,176.1699981689453,137.6300048828125,176.47999572753906,137.6300048828125,67257600,16233600
2023-09-19,178.36456298828125,138.6721954345703,179.07000732421875,138.8300018310547,179.6300048828125,139.1750030517578,177.1300048828125,137.5,177.52000427246094,138.25,51826900,15479100
